date,orders__subtotal,orders__shipping,orders__taxes,orders__total,orders__discount_code,orders__discount_amount,orders__lineitem_quantity,orders__lineitem_price,orders__lineitem_compare_at_price,orders__lineitem_requires_shipping,orders__lineitem_taxable,orders__billing_company,orders__billing_city,orders__shipping_company,orders__refunded_amount,orders__outstanding_balance,orders__id,orders__source,orders__lineitem_discount,orders__tax_1_value,orders__tax_2_value,orders__tax_3_value,orders__tax_4_value,orders__tax_5_value,orders__row_count,adspend_day__amount_spent_usd,adspend_day__unnamed_6,adspend_day__row_count,sales_day__orders,sales_day__gross_sales,sales_day__discounts,sales_day__returns,sales_day__net_sales,sales_day__shipping_charges,sales_day__duties,sales_day__additional_fees,sales_day__taxes,sales_day__total_sales,sales_day__orders_previous_period,sales_day__gross_sales_previous_period,sales_day__discounts_previous_period,sales_day__returns_previous_period,sales_day__net_sales_previous_period,sales_day__shipping_charges_previous_period,sales_day__duties_previous_period,sales_day__additional_fees_previous_period,sales_day__taxes_previous_period,sales_day__total_sales_previous_period,sales_day__row_count,views_day__primary,views_day__row_count,engagement_day__post_id,engagement_day__account_id,engagement_day__duration_sec,engagement_day__views,engagement_day__reach,engagement_day__likes,engagement_day__shares,engagement_day__follows,engagement_day__comments,engagement_day__saves,engagement_day__unnamed_19,engagement_day__row_count
2025-08-05,4072.33,177.78,16.31,4266.42,0.0,250.96,46.0,4255.29,4426.44,46.0,0.0,0.0,0.0,0.0,0.0,68.0,298571197851988.0,7781698.0,0.0,14.14,1.24,0.62,0.31,0.0,46.0,968.7,0.0,1.0,46.0,4255.29,-250.96,0.0,4004.33,177.78,0.0,0.0,16.31,4198.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183198.0,1.0,1.827831504430296e+16,1.7841472782106936e+16,10.0,16591.0,8891.0,323.0,10.0,4.0,30.0,30.0,0.0,1.0
2025-08-06,4265.27,105.56,10.780000000000001,4381.61,0.0,238.74,49.0,4174.72,4285.29,49.0,0.0,0.0,0.0,0.0,0.0,61.2,318121443830790.0,7781698.0,0.0,5.17,5.61,0.0,0.0,0.0,49.0,868.24,0.0,1.0,50.0,4561.91,-244.53,0.0,4317.38,131.03,0.0,0.0,10.78,4459.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128904.0,1.0,,,,,,,,,,,,
2025-08-07,4434.81,113.33000000000001,15.690000000000001,4563.83,0.0,250.99,49.0,4289.8,4494.63,49.0,0.0,0.0,0.0,0.0,0.0,122.4,318207336328198.0,11672547.0,0.0,8.8,4.1,0.62,0.31,1.86,49.0,865.12,0.0,1.0,49.0,4549.8,-237.39,0.0,4312.41,113.33,0.0,0.0,15.69,4441.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133278.0,1.0,,,,,,,,,,,,
2025-08-08,4329.2,197.62,15.98,4542.8,0.0,279.8,49.0,4293.0,4218.37,49.0,0.0,0.0,0.0,0.0,0.0,0.01,318297054915590.0,11672547.0,0.0,6.68,8.79,0.51,0.0,0.0,49.0,855.01,0.0,1.0,49.0,4609.0,-279.8,0.0,4329.2,197.62,0.0,0.0,15.98,4542.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,143287.0,1.0,,,,,,,,,,,,
2025-08-09,4306.66,176.28,7.44,4490.38,0.0,298.2,48.0,4164.86,4217.95,48.0,0.0,0.0,0.0,0.0,0.0,223.2,311877552352032.0,7781698.0,0.0,0.87,1.24,5.33,0.0,0.0,48.0,866.72,0.0,1.0,48.0,4356.86,-273.4,0.0,4083.46,176.28,0.0,0.0,7.44,4267.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159830.0,1.0,1.8015854600765876e+16,1.7841472782106936e+16,19.0,23459.0,9531.0,476.0,17.0,4.0,92.0,33.0,0.0,1.0
2025-08-10,3947.07,176.44,14.68,4138.19,0.0,248.45,44.0,3729.36,3607.19,44.0,0.0,0.0,0.0,0.0,0.0,0.0,285959280371592.0,7781698.0,0.0,7.44,3.01,3.92,0.31,0.0,44.0,909.83,0.0,1.0,44.0,4195.52,-248.45,0.0,3947.07,176.44,0.0,0.0,14.68,4138.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140740.0,1.0,,,,,,,,,,,,
2025-08-11,3712.0,163.77,24.84,3900.61,0.0,159.8,40.0,3678.76,3536.0,40.0,0.0,0.0,0.0,0.0,0.0,-0.01,260017608467440.0,23345094.0,0.0,10.77,3.9,5.85,4.06,0.26,40.0,887.69,0.0,1.0,40.0,3871.8,-159.8,0.0,3712.0,163.77,0.0,0.0,24.84,3900.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132867.0,1.0,,,,,,,,,,,,
2025-08-12,4096.91,199.07,0.0,4295.98,0.0,208.0,40.0,3444.61,3267.31,39.0,0.0,0.0,12404.0,0.0,0.0,439.53,253520481526538.0,3890849.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,828.73,0.0,1.0,38.0,6144.51,-358.0,-2381.66,3404.85,150.03,0.0,0.0,0.0,3554.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,140712.0,1.0,3.614821659114075e+16,3.568294556421387e+16,28.0,51040.0,27079.0,1073.0,26.0,19.0,38.0,48.0,0.0,2.0
2025-08-13,3955.62,167.43,16.759999999999998,4139.81,0.0,189.15,45.0,4074.84,4153.13,45.0,0.0,0.0,0.0,0.0,0.0,61.88,292645197359214.0,15563396.0,0.0,4.42,6.05,6.12,0.17,0.0,45.0,855.98,0.0,1.0,45.0,4266.84,-187.91,-185.2,3893.73,167.43,0.0,0.0,16.76,4077.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,175600.0,1.0,9.054614791293035e+16,8.920736391053469e+16,55.0,110313.0,61298.0,1783.0,97.0,89.0,92.0,119.0,19090.0,5.0
2025-08-14,3250.2,69.16,7.44,3326.8,0.0,168.56,40.0,3282.76,3333.58,40.0,0.0,0.0,0.0,0.0,0.0,0.0,260187856413680.0,7781698.0,0.0,0.87,1.24,5.33,0.0,0.0,40.0,823.9,0.0,1.0,40.0,3488.69,-176.6,-62.14,3249.95,69.16,0.0,0.0,7.44,3326.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,126336.0,1.0,,,,,,,,,,,,
2025-08-15,3171.0,82.18,12.1,3265.28,0.0,156.6,36.0,3067.6,2992.0,36.0,0.0,0.0,0.0,0.0,0.0,68.0,234218862321752.0,7781698.0,0.0,2.99,4.859999999999999,0.17,4.08,0.0,36.0,763.74,0.0,1.0,36.0,3259.6,-156.6,0.0,3103.0,82.18,0.0,0.0,12.1,3197.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101945.0,1.0,1.8078675499766496e+16,1.7841472782106936e+16,14.0,16546.0,8564.0,339.0,26.0,9.0,9.0,22.0,0.0,1.0
2025-08-16,4501.41,170.86,6.26,4678.53,0.0,354.99,50.0,4528.4,4630.74,50.0,0.0,0.0,0.0,0.0,0.0,122.42,325396570385644.0,7781698.0,0.0,1.84,4.42,0.0,0.0,0.0,50.0,812.62,0.0,1.0,54.0,5352.4,-905.39,-68.0,4379.01,170.86,0.0,0.0,6.26,4556.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250397.0,1.0,1.9936387267569037e+17,1.962562006031763e+17,139.0,480097.0,289467.0,13531.0,908.0,1024.0,302.0,1629.0,0.0,11.0
2025-08-17,6908.38,346.48,23.14,7278.0,0.0,432.42,75.0,6555.5,6535.12,74.0,0.0,0.0,0.0,0.0,0.0,353.91,481686560850556.0,19454245.0,0.0,4.59,8.9,9.65,0.0,0.0,74.0,947.88,0.0,1.0,76.0,7327.32,-661.22,-432.8,6233.3,346.48,0.0,0.0,23.14,6602.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,342720.0,1.0,1.6385970357134304e+17,1.6057325503896243e+17,120.0,337675.0,192669.0,6519.0,229.0,352.0,203.0,393.0,0.0,9.0
2025-08-18,4605.96,598.66,26.9,5231.52,0.0,198.15,48.0,4362.21,3621.32,48.0,0.0,0.0,0.0,0.0,0.0,123.95,312507684694816.0,15563396.0,0.0,15.8,2.1599999999999997,7.7,0.31,0.93,48.0,884.37,0.0,1.0,48.0,4749.59,-198.15,-69.47,4481.97,598.66,0.0,0.0,26.9,5107.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,285554.0,1.0,1.2604756446065982e+17,1.2489030947474854e+17,77.0,126039.0,72830.0,3115.0,79.0,115.0,181.0,197.0,0.0,7.0
2025-08-19,5412.05,341.24,61.46,5814.75,0.0,213.01,55.0,4760.57,4560.97,55.0,0.0,0.0,0.0,0.0,111.6,483.51,358141645468010.0,27235943.0,0.0,15.66,8.47,27.08,9.319999999999999,0.62,55.0,854.03,0.0,1.0,57.0,5373.95,-446.42,-235.71,4691.82,315.77,0.0,0.0,61.46,5069.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,308880.0,1.0,5.386401928808453e+16,5.352441834632081e+16,40.0,199448.0,109035.0,9667.0,232.0,216.0,105.0,471.0,0.0,3.0
2025-08-20,5085.97,302.27,35.64,5423.88,0.0,237.69,54.0,5255.66,4969.23,54.0,0.0,0.0,0.0,0.0,0.0,0.0,351722620661892.0,23345094.0,0.0,7.25,12.82,8.49,6.16,0.92,54.0,910.09,0.0,1.0,59.0,5924.87,-577.69,-261.24,5085.94,302.27,0.0,0.0,35.64,5423.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,322060.0,1.0,1.444608288124455e+17,1.4273178225685549e+17,105.0,168805.0,94726.0,3890.0,149.0,189.0,142.0,225.0,0.0,8.0
2025-08-21,4285.12,332.58,0.0,4617.7,0.0,221.17,51.0,4098.29,4022.02,51.0,0.0,0.0,0.0,0.0,0.0,68.01,332259726437842.0,7781698.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,862.82,0.0,1.0,52.0,4574.29,-295.97,-61.2,4217.12,332.58,0.0,0.0,0.0,4549.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,274606.0,1.0,9.032953579985246e+16,8.920736391053469e+16,76.0,115622.0,67868.0,2517.0,85.0,168.0,84.0,172.0,0.0,5.0
2025-08-22,4422.91,200.76,0.0,4623.67,0.0,187.85999999999999,49.0,4406.77,4218.12,49.0,0.0,0.0,0.0,0.0,0.0,67.99,319295300217862.0,3890849.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,837.05,0.0,1.0,51.0,4802.77,-379.86,-68.0,4354.91,200.76,0.0,0.0,0.0,4555.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237126.0,1.0,9.068916111388842e+16,8.920736391053469e+16,68.0,117013.0,73650.0,2202.0,103.0,228.0,73.0,182.0,0.0,5.0
2025-08-23,5187.92,171.0,7.04,5365.96,0.0,251.0,56.0,4656.34,4766.81,56.0,0.0,0.0,0.0,0.0,0.0,234.0,364989726110288.0,19454245.0,0.0,0.0,2.62,4.42,0.0,0.0,56.0,832.85,0.0,1.0,59.0,5518.92,-565.0,-235.6,4718.32,171.0,0.0,0.0,7.04,4896.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230401.0,1.0,3.5929085861894388e+16,3.568294556421387e+16,21.0,25309.0,13687.0,435.0,50.0,14.0,58.0,46.0,0.0,2.0
2025-08-24,5232.38,358.89,30.87,5622.14,0.0,280.89,60.0,5102.12,4835.7,60.0,0.0,0.0,0.0,0.0,0.0,68.9,391127708808680.0,23345094.0,0.0,5.12,8.559999999999999,17.189999999999998,0.0,0.0,60.0,996.76,0.0,1.0,61.0,5771.2,-434.92,-172.8,5163.48,358.89,0.0,0.0,30.87,5553.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,198245.0,1.0,3.5804524737399496e+16,3.568294556421387e+16,27.0,43660.0,27177.0,457.0,34.0,30.0,50.0,52.0,0.0,2.0
2025-08-25,3981.35,155.33,20.56,4157.24,0.0,186.6,45.0,3963.95,3948.67,45.0,0.0,0.0,0.0,0.0,0.0,129.19,293405798738030.0,11672547.0,0.0,9.14,7.17,0.17,4.08,0.0,45.0,884.33,0.0,1.0,46.0,5295.95,-311.0,-1132.8,3852.15,155.33,0.0,0.0,20.56,4028.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151365.0,1.0,3.616621193813132e+16,3.568294556421387e+16,23.0,56341.0,30661.0,997.0,36.0,32.0,112.0,76.0,0.0,2.0
2025-08-26,3321.44,83.94,12.99,3418.37,0.0,130.0,40.0,3451.44,3538.54,40.0,0.0,0.0,0.0,0.0,0.0,0.02,260866625512432.0,11672547.0,0.0,10.780000000000001,0.68,0.34,0.17,1.02,40.0,847.09,0.0,1.0,40.0,3837.93,-150.75,-366.85,3320.33,83.94,0.0,0.0,12.99,3417.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,146949.0,1.0,,,,,,,,,,,,
2025-08-27,2906.03,154.62,17.43,3078.08,0.0,140.6,30.0,2718.63,2448.0,30.0,0.0,0.0,0.0,0.0,0.0,61.2,195703908276980.0,11672547.0,0.0,10.84,4.16,0.88,0.31,1.24,30.0,899.94,0.0,1.0,30.0,3229.38,-133.8,-413.16,2682.42,154.62,0.0,0.0,17.43,2854.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158035.0,1.0,,,,,,,,,,,,
2025-08-28,3682.77,136.72,23.35,3842.84,0.0,235.39,42.0,3646.16,3537.89,42.0,0.0,0.0,0.0,0.0,61.2,129.2,274064231409084.0,11672547.0,0.0,5.32,4.640000000000001,12.2,0.17,1.02,42.0,871.01,0.0,1.0,42.0,4122.16,-255.79,-662.42,3203.95,106.54,0.0,0.0,23.35,3333.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152383.0,1.0,,,,,,,,,,,,
2025-08-29,4587.84,118.12,35.21,4741.17,0.0,278.2,53.0,4730.04,4901.45,53.0,0.0,0.0,0.0,0.0,0.0,73.95,345910755143582.0,23345094.0,0.0,23.759999999999998,3.2800000000000002,5.48,0.8200000000000001,1.87,53.0,855.5,0.0,1.0,53.0,4798.04,-278.2,0.0,4519.84,118.12,0.0,0.0,29.26,4667.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152603.0,1.0,3.631555399623475e+16,3.568294556421387e+16,32.0,17550.0,13284.0,165.0,15.0,30.0,4.0,16.0,0.0,2.0
2025-08-30,4350.73,173.81,21.77,4546.31,0.0,166.2,46.0,4200.93,4291.31,46.0,0.0,0.0,0.0,0.0,0.0,235.6,300302074816852.0,15563396.0,0.0,7.26,10.4,3.6,0.34,0.17,46.0,875.24,0.0,1.0,49.0,5695.1,-428.01,-1282.1,3984.99,173.81,0.0,0.0,21.77,4180.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,163130.0,1.0,1.7855446047455308e+16,1.7841472782106936e+16,33.0,19618.0,14752.0,389.0,17.0,84.0,7.0,45.0,0.0,1.0
2025-08-31,3766.42,87.42,29.83,3883.67,0.0,171.6,42.0,3814.02,3878.32,42.0,0.0,0.0,0.0,0.0,0.0,111.6,274249428018620.0,19454245.0,0.0,15.26,1.83,12.57,0.17,0.0,42.0,1030.91,0.0,1.0,42.0,3814.02,-159.2,-111.6,3543.22,87.42,0.0,0.0,29.83,3660.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183247.0,1.0,,,,,,,,,,,,
2025-09-01,4596.25,234.4,20.29,4850.94,0.0,181.91,50.0,4642.16,4630.52,50.0,0.0,0.0,0.0,0.0,0.0,-0.03,326558865108204.0,11672547.0,0.0,12.82,3.2800000000000002,1.12,2.79,0.28,50.0,944.56,0.0,1.0,50.0,4778.16,-181.91,0.0,4596.25,234.4,0.0,0.0,20.29,4850.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,161376.0,1.0,,,,,,,,,,,,
2025-09-02,4433.61,192.77,18.83,4645.21,0.0,174.16,48.0,4335.77,4496.09,48.0,0.0,0.0,0.0,0.0,0.0,136.01,313574526724896.0,11672547.0,0.0,4.23,9.3,5.3,0.0,0.0,48.0,907.1,0.0,1.0,48.0,4471.77,-174.16,0.0,4297.61,192.77,0.0,0.0,18.83,4509.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,136184.0,1.0,,,,,,,,,,,,
2025-09-03,2274.04,60.18000000000001,0.0,2334.22,0.0,157.16,25.0,2431.2,2587.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,163357330380406.0,3890849.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,901.22,0.0,1.0,27.0,3483.2,-739.56,-469.6,2274.04,60.18,0.0,0.0,0.0,2334.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159641.0,1.0,3.644313970902249e+16,3.568294556421387e+16,26.0,28868.0,18053.0,665.0,37.0,36.0,25.0,52.0,0.0,2.0
2025-09-04,2430.04,166.57999999999998,0.0,2596.62,0.0,126.6,26.0,2167.84,2112.16,26.0,0.0,1976.0,0.0,1976.0,0.0,0.01,169937114863452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,896.95,0.0,1.0,26.0,2556.64,-126.6,0.0,2430.04,166.58,0.0,0.0,0.0,2596.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179153.0,1.0,9.03621092237748e+16,8.920736391053469e+16,62.0,111683.0,67898.0,2457.0,106.0,91.0,49.0,159.0,0.0,5.0
2025-09-05,2922.23,169.2,2.72,3094.15,0.0,157.1,31.0,3011.33,3134.61,31.0,0.0,0.0,0.0,0.0,0.0,-0.01,202660917844954.0,19454245.0,0.0,2.72,0.0,0.0,0.0,0.0,31.0,936.57,0.0,1.0,32.0,3285.4,-294.27,-69.1,2922.03,169.2,0.0,0.0,2.72,3093.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,171631.0,1.0,3.585312356124417e+16,3.568294556421387e+16,20.0,32583.0,17889.0,654.0,23.0,7.0,39.0,44.0,0.0,2.0
2025-09-06,4143.13,244.65,41.75,4429.53,0.0,228.09,43.0,4111.22,4017.25,43.0,0.0,0.0,0.0,0.0,0.0,-0.02,281170168587938.0,19454245.0,0.0,3.38,19.87,18.5,0.0,0.0,43.0,1023.39,0.0,1.0,43.0,4371.22,-228.09,0.0,4143.13,244.65,0.0,0.0,41.75,4429.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,230797.0,1.0,9.126383111573174e+16,8.920736391053469e+16,55.0,317640.0,214394.0,7582.0,347.0,669.0,96.0,694.0,0.0,5.0
2025-09-07,4148.28,302.08,24.73,4475.09,0.0,164.24,46.0,3983.04,3609.96,46.0,0.0,0.0,0.0,0.0,0.0,69.49,300867283626324.0,19454245.0,0.0,11.3,8.47,4.96,0.0,0.0,46.0,706.03,0.0,1.0,46.0,4243.04,-164.24,0.0,4078.8,302.08,0.0,0.0,24.73,4405.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,204408.0,1.0,7.229951574620933e+16,7.136589112842774e+16,47.0,181201.0,101288.0,3813.0,147.0,148.0,84.0,245.0,0.0,4.0
2025-09-08,2800.24,233.23000000000002,0.0,3033.47,0.0,186.5,28.0,2474.37,2317.07,28.0,0.0,0.0,0.0,0.0,0.0,0.0,183180543465768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1096.87,2.87,1.0,28.0,2986.74,-186.5,-61.2,2739.04,233.23,0.0,0.0,0.0,2972.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284431.0,1.0,7.187023873095272e+16,7.136589112842774e+16,59.0,138680.0,82401.0,2537.0,100.0,190.0,39.0,190.0,0.0,4.0
2025-09-09,3532.09,139.53,0.0,3671.62,0.0,174.43,41.0,3582.52,3541.62,41.0,0.0,0.0,0.0,0.0,0.0,0.01,268285298681046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,972.48,0.0,1.0,43.0,4160.0,-310.43,-441.42,3408.15,129.63,0.0,0.0,0.0,3537.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,237651.0,1.0,1.267182736915397e+17,1.2489030947474854e+17,85.0,114218.0,66299.0,2004.0,190.0,88.0,60.0,119.0,0.0,7.0
2025-09-10,2002.65,236.45,0.0,2239.1,0.0,88.3,23.0,2021.8600000000001,1771.48,23.0,0.0,0.0,0.0,0.0,0.0,-0.01,150529882756266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,310.83,0.0,1.0,25.0,2297.35,-294.7,0.0,2002.65,236.45,0.0,0.0,0.0,2239.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,182463.0,1.0,1.631298483427128e+17,1.6057325503896243e+17,99.0,190679.0,100564.0,3464.0,125.0,107.0,98.0,215.0,0.0,9.0
2025-09-11,4059.2,125.1,33.480000000000004,4217.78,0.0,186.4,44.0,3780.4,3810.38,44.0,0.0,0.0,0.0,0.0,0.0,68.0,288052844537736.0,15563396.0,0.0,15.29,2.81,6.87,8.34,0.17,44.0,389.73,0.0,1.0,44.0,4245.6,-186.4,-99.0,3960.2,125.1,0.0,0.0,33.48,4118.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165081.0,1.0,9.096904671591995e+16,8.920736391053469e+16,78.0,109751.0,62428.0,2360.0,85.0,114.0,275.0,123.0,0.0,5.0
2025-09-12,2037.15,54.959999999999994,33.06,2125.17,0.0,167.92,24.0,2137.07,2245.07,24.0,0.0,0.0,0.0,0.0,0.68,72.75,157159342839184.0,19454245.0,0.0,21.12,11.260000000000002,0.0,0.68,0.0,24.0,1455.94,691.0520879,1.0,25.0,2205.07,-174.72,-0.68,2029.67,54.96,0.0,0.0,28.3,2112.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,284969.0,1.0,5.444179691712925e+16,5.352441834632081e+16,27.0,47361.0,26110.0,755.0,50.0,32.0,59.0,67.0,0.0,3.0
2025-09-13,3170.76,159.82,37.32,3367.9,0.0,252.66,42.0,3423.42,3266.67,42.0,0.0,0.0,0.0,0.0,0.0,-0.01,275083853112764.0,27235943.0,0.0,11.89,18.810000000000002,6.47,0.15,0.0,42.0,1043.05,0.0,1.0,43.0,3559.42,-388.66,0.0,3170.76,159.82,0.0,0.0,37.32,3367.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,196014.0,1.0,,,,,,,,,,,,
2025-09-14,3574.15,160.74,5.06,3739.95,0.0,208.0,40.0,3452.99,3332.0,40.0,0.0,0.0,0.0,0.0,0.0,-0.02,262051667649520.0,7781698.0,0.0,3.83,0.0,0.77,0.46,0.0,40.0,866.93,0.0,1.0,44.0,4190.15,-616.0,0.0,3574.15,160.74,0.0,0.0,5.06,3739.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215522.0,1.0,3.5849631411291296e+16,3.568294556421387e+16,44.0,56741.0,34507.0,1210.0,105.0,55.0,31.0,75.0,0.0,2.0
2025-09-15,3168.34,172.92000000000002,14.28,3355.54,0.0,129.22,32.0,2901.56,2791.73,31.0,0.0,0.0,0.0,0.0,0.0,136.01,203151481510874.0,7781698.0,0.0,2.38,8.5,2.04,1.36,0.0,31.0,735.15,0.0,1.0,31.0,3229.56,-129.22,-237.03,2863.31,172.92,0.0,0.0,14.28,3050.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191925.0,1.0,5.4353955426844664e+16,5.352441834632081e+16,50.0,62778.0,39007.0,1472.0,98.0,69.0,86.0,96.0,0.0,3.0
2025-09-16,2182.77,185.88,13.83,2382.48,0.0,86.4,23.0,2077.17,1769.29,23.0,0.0,0.0,0.0,0.0,0.0,0.0,150775787033770.0,7781698.0,0.0,0.99,4.47,0.62,7.75,0.0,23.0,515.93,0.0,1.0,23.0,2337.17,-93.2,-61.2,2182.77,185.88,0.0,0.0,13.83,2382.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,145570.0,1.0,1.810054022272187e+16,1.7841472782106936e+16,17.0,13513.0,7985.0,226.0,3.0,14.0,26.0,19.0,0.0,1.0
2025-09-17,3514.0299999999997,131.3,19.86,3665.19,0.0,201.49,38.0,3263.52,3198.9,38.0,0.0,0.0,0.0,0.0,0.0,61.190000000000005,249159586030116.0,7781698.0,0.0,6.08,9.52,3.58,0.17,0.51,38.0,615.43,0.0,1.0,37.0,3647.52,-194.69,-61.2,3391.63,131.3,0.0,0.0,19.86,3542.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129105.0,1.0,,,,,,,,,,,,
2025-09-18,2169.31,60.709999999999994,11.690000000000001,2241.71,0.0,73.77,26.0,2107.08,2179.08,26.0,0.0,0.0,0.0,0.0,0.0,0.0,170545464350556.0,15563396.0,0.0,8.44,2.59,0.43,0.23,0.0,26.0,661.75,0.0,1.0,27.0,2447.08,-141.77,-136.0,2169.31,60.71,0.0,0.0,11.69,2241.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118171.0,1.0,1.7874940008421428e+16,1.7841472782106936e+16,14.0,22176.0,13072.0,627.0,3.0,23.0,42.0,34.0,0.0,1.0
2025-09-19,2021.02,76.85,7.44,2105.31,0.0,52.0,22.0,2005.02,2113.18,22.0,0.0,0.0,0.0,0.0,0.0,0.0,144351414588356.0,3890849.0,0.0,2.48,4.96,0.0,0.0,0.0,22.0,623.38,0.0,1.0,22.0,2073.02,-52.0,0.0,2021.02,76.85,0.0,0.0,7.44,2105.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121878.0,1.0,1.808742963187342e+16,1.7841472782106936e+16,11.0,22326.0,12861.0,633.0,4.0,21.0,29.0,51.0,0.0,1.0
2025-09-20,3158.65,174.09,47.75,3380.49,0.0,197.21,32.0,2971.86,3000.81,32.0,0.0,0.0,0.0,0.0,0.0,0.01,210025159302336.0,15563396.0,0.0,6.32,16.55,11.18,12.64,1.06,32.0,605.25,0.0,1.0,32.0,3355.86,-197.21,0.0,3158.65,174.09,0.0,0.0,47.75,3380.49,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,136357.0,1.0,,,,,,,,,,,,
